"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".F.I"	""	1	1.0	1.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"I"	""	""	""	""	false
"I6"	""	1	1.0	4.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V2(6)"	""	2	1.0	7.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	"2"	"6"	""	false
"V2"	""	2	2.0	8.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"V"	""	2	1.0	7.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"V"	""	""	""	""	false
"vi7(4)"	""	3	1.0	10.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"vi"	""	"7"	"4"	""	false
"vi7"	""	3	2.0	11.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"vi"	""	"7"	""	""	false
"I4"	""	3	1.0	10.0	"3/4"	135	16	2	3.0	"F"	"I"	""	""	""	""	""	""	false
"V2(+4)"	""	4	1.0	13.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	"2"	"+4"	""	false
"V2"	""	4	2.0	14.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"V64"	""	4	1.0	13.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"V"	""	"64"	""	""	false
"I(+2)"	""	5	1.0	16.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"I"	""	""	"+2"	""	false
"I"	""	5	2.0	17.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"I"	""	""	""	""	false
"I6"	""	5	1.0	16.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V2(6)"	""	6	1.0	19.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	"2"	"6"	""	false
"V2"	""	6	2.0	20.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"V"	""	6	1.0	19.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"V"	""	""	""	""	false
"vi(4)"	""	7	1.0	22.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"vi"	""	""	"4"	""	false
"vi"	""	7	2.0	23.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"vi"	""	""	""	""	false
"V"	""	7	3.0	24.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I\\\\"	""	8	1.0	25.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"I"	""	""	""	""	true
"vi"	""	8	2.0	26.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"vi"	""	""	""	""	false
"V"	""	8	3.0	27.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I"	""	9	1.0	28.0	"3/4"	135	16	2	2.0	"F"	"I"	""	"I"	""	""	""	""	false
"I6"	""	9	3.0	30.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V2(64)"	""	10	1.0	31.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"V"	""	"2"	"64"	""	false
"V2"	""	10	0.0	30.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"V7"	""	10	1.0	31.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"V"	""	"7"	""	""	false
"vi7(4)"	""	11	1.0	34.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"vi"	""	"7"	"4"	""	false
"vi43"	""	11	0.0	33.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"vi"	""	"43"	""	""	false
"I64"	""	11	1.0	34.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"I"	""	"64"	""	""	false
"IV(+2)"	""	12	1.0	37.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"IV"	""	""	"+2"	""	false
"V2"	""	12	0.0	36.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"V64"	""	12	1.0	37.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"V"	""	"64"	""	""	false
"I(+2)"	""	13	1.0	40.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"I"	""	""	"+2"	""	false
"I"	""	13	0.0	39.0	"3/4"	135	16	2	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"I6"	""	13	1.0	40.0	"3/4"	135	16	2	3.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V2(64)"	""	14	1.0	43.0	"3/4"	135	16	2	-1.0	"F"	"I"	""	"V"	""	"2"	"64"	""	false
