mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.C.#ivo7	-2.92684	-1.8	dcml	C	I		#ivo7		#iv	o	7				o7	0	0	6, 3, 0, -3		6	6
3	3	0	0	3/4	1	1	IV7	-0.146342	-1.91463	dcml	C	I		IV7		IV		7				Mm7	0	0	-1, 3, 0, -3		-1	-1
5	5	0	0	3/4	1	1	vi64	-0.146342	-2.06097	dcml	C	I		vi64		vi		64				m	0	0	4, 3, 0		3	4
6	6	0	0	3/4	1	1	V7/V	-0.146342	-2.06097	dcml	C	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
6	6	1/2	1/2	3/4	1	1	V2/V	0	-2.06097	dcml	C	I		V2/V		V		2		V		Mm7	0	0	0, 2, 6, 3		2	0
7	7	0	0	3/4	1	1	V6(#7)	-3.48471	-1.97216	dcml	C	I		V6(#7)		V		6	#7			M	0	0	5, 2, 6		1	5
7	7	1/4	1/4	3/4	1	1	V6	-0.213891	-2.20732	dcml	C	I		V6		V		6				M	0	0	5, 2, 1		1	5
7	7	1/2	1/2	3/4	1	1	V43/V	-0.940594	-2.20732	dcml	C	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
8	8	0	0	3/4	1	1	ii%43	-0.146342	-2.20732	dcml	C	I		ii%43		ii	%	43				%7	0	0	8, 0, 2, 1		2	8
9	9	0	0	3/4	1	1	viio2	-0.146342	-2.35366	dcml	C	I		viio2		vii	o	2				o7	0	0	-4, 5, 2, -1		5	-4
11	11	0	0	3/4	1	1	.bVII2			dcml	C	I		bVII2		bVII		2				Mm7	0	0	-4, -2, 2, -1		-2	-4
12	12	0	0	3/4	1	1	.bIII6(4)	0	-3.10031	dcml	C	I		bIII6(4)		bIII		6	4			M	0	0	3, -2, -3		-3	3
12	12	1/2	1/2	3/4	1	1	.bIII6	0	-3.34044	dcml	C	I		bIII6		bIII		6				M	0	0	1, -2, -3		-3	1
13	13	1/2	1/2	3/4	1	1	viio43	0.146342	-6.95643	dcml	C	I		viio43		vii	o	43				o7	0	0	-1, -4, 5, 2		5	-1
14	14	0	0	3/4	1	1	iiio7(2)	-1.20587	-4.91159	dcml	C	I		iiio7(2)		iii	o	7	2			o7	0	0	-1, 1, -2, -5		4	-1
15	15	0	0	3/4	1	1	iiio7	0	-4.87647	dcml	C	I		iiio7		iii	o	7				o7	0	0	4, 1, -2, -5		4	4
