mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	3/4	4	1		c.i	c	i		i		i							m	1	1	0, -3, 1		0	0
2	1	1	2.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
2	1	3	1.0	1/2	1/2	3/4	4	1		III.V	c	III		V		V							M	1	0	1, 5, 2		1	1
3	2	4	2.0	0	0	3/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
3	2	6	1.0	1/2	1/2	3/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
4	3	7	2.0	0	0	3/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
4	3	9	1.0	1/2	1/2	3/4	4	1		viio65/V	c	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
5	4	10	1.0	0	0	3/4	4	1		viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
5	4	11	1.0	1/4	1/4	3/4	4	1		V\\	c	III		V		V						\\	M	1	0	1, 5, 2		1	1
5	4	12	3.0	1/2	1/2	3/4	4	1		i.iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	5	15	1.0	1/2	1/2	3/4	4	1		#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
7	6	16	2.0	0	0	3/4	4	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
7	6	18	1.0	1/2	1/2	3/4	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
8	7	19	1.0	0	0	3/4	4	1		V(964)	c	i		V(964)		V			964				M	1	1	1, 0, -3	-4	1	1
8	7	20	1.0	1/4	1/4	3/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
8	7	21	1.0	1/2	1/2	3/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	22	2.0	0	0	3/4	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
10	8	24	1.0	0	1/2	3/4	4	1		iv.V	c	iv		V		V							M	1	1	1, 5, 2		1	1
11	9	25	9.0	0	0	3/4	4	1		V[V	c	iv	V	V		V							M	1	1	1, 5, 2		1	1
14	12	34	3.0	0	0	3/4	4	1		#viio43]	c	iv	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
15	13	37	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
15	13	39	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	14	40	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
16	14	42	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	15	43	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
17	15	45	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	16	46	2.0	0	0	3/4	4	1		i\\	c	iv		i		i						\\	m	1	1	0, -3, 1		0	0
18	16	48	15.0	1/2	1/2	3/4	4	1		bII.I[I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
23	21	63	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	22	64	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
24	22	66	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	23	67	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
25	23	69	1.0	1/2	1/2	3/4	4	1		V7]	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
