mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3/8	2/4	1	1	.D.I	D	I		I		I							M	0	0	0, 4, 1		0	0
2	2	0	0	2/4	1	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
3	3	0	0	2/4	1	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
5	5	0	0	2/4	1	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
7	7	0	0	2/4	1	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
8	8	0	0	2/4	1	1	V.V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	2/4	1	1	V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	2/4	1	1	I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
9	9	1/4	1/4	2/4	1	1	I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	1	1	I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
11	11	1/4	1/4	2/4	1	1	IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	12	1/4	1/4	2/4	1	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
13	13	3/8	3/8	2/4	1	1	V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
14	14	0	0	2/4	1	1	IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	14	1/8	1/8	2/4	1	1	IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	1/4	1/4	2/4	1	1	I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
15	15	0	0	2/4	1	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
16	16	0	0	2/4	1	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
17	17	0	0	2/4	1	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
