mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.5	0	0	2/4	4	1	Eb.I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	5/2	1.5	1/8	1/8	2/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	4	2.5	0	0	2/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	4	13/2	1.5	1/8	1/8	2/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	8	1.0	0	0	2/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	9	1.0	1/4	1/4	2/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	10	2.0	0	0	2/4	4	1	IV\\	Eb	I		IV		IV						\\	M	0	0	-1, 3, 0		-1	-1
7	7	12	1.0	0	0	3/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	13	1.0	1/4	1/4	3/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	7	14	1.0	1/2	1/2	3/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	8	15	2.0	0	0	3/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	8	17	1.0	1/2	1/2	3/4	4	1	vi64	Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
9	9	18	2.0	0	0	3/4	4	1	ii7	Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
9	9	20	1.0	1/2	1/2	3/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	21	1.0	0	0	3/4	4	1	I6(7)	Eb	I		I6(7)		I		6	7				M	0	0	4, 1, 5		0	4
10	10	22	1.0	1/4	1/4	3/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	23	1.0	1/2	1/2	3/4	4	1	@none	Eb	I		@none		@none							m	0	0				
11	11	24	1.0	0	0	3/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	25	1.0	1/4	1/4	3/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
