quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	1.0	1	0	0	3/8	3/4	4	1		Bb.I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
1	0.5	1	0	1/4	5/8	3/4	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
3/2	0.5	2	1	0	0	3/4	4	1		I(94)	Bb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
2	1.0	2	1	1/8	1/8	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
3	1.5	2	1	3/8	3/8	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9/2	0.5	3	2	0	0	3/4	4	1		I(94)	Bb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
5	1.0	3	2	1/8	1/8	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	0.5	3	2	3/8	3/8	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13/2	0.5	3	2	1/2	1/2	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	0.5	3	2	5/8	5/8	3/4	4	1		V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
15/2	0.5	4	3	0	0	3/4	4	1		I(9)	Bb	I		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
8	1.0	4	3	1/8	1/8	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
9	0.5	4	3	3/8	3/8	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19/2	0.5	4	3	1/2	1/2	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	0.5	4	3	5/8	5/8	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21/2	1.5	5	4	0	0	3/4	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
12	1.0	5	4	3/8	3/8	3/4	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
13	0.5	5	4	5/8	5/8	3/4	4	1		#viio/ii	Bb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
27/2	0.5	6	5	0	0	3/4	4	1		ii(94)	Bb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
14	1.0	6	5	1/8	1/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
15	1.0	6	5	3/8	3/8	3/4	4	1		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
16	0.5	6	5	5/8	5/8	3/4	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
33/2	0.5	7	6	0	0	3/4	4	1		ii6(2)	Bb	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
17	1.0	7	6	1/8	1/8	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	1.0	7	6	3/8	3/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
19	0.5	7	6	5/8	5/8	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39/2	2.5	8	7	0	0	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	0.5	8	7	5/8	5/8	3/4	4	1		V7(4)	Bb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
45/2	1.5	9	8	0	0	3/4	4	1		I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	0.5	10	8	0	3/8	3/4	4	1		V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
49/2	0.5	10	8	1/8	1/2	3/4	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
25	0.5	10	8	1/4	5/8	3/4	4	1		#viio43/iii	Bb	I		#viio43/iii		#vii	o	43		iii			o7	0	0	3, 0, 9, 6		9	3
51/2	2.5	11	9	0	0	3/4	4	1		V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
28	0.5	11	9	5/8	5/8	3/4	4	1		V.V2/V	Bb	V		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
57/2	2.5	12	10	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
31	0.5	12	10	5/8	5/8	3/4	4	1		viio43/V	Bb	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
63/2	2.5	13	11	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
34	1.0	13	11	5/8	5/8	3/4	4	1		V2/IV	Bb	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
35	1.0	14	12	1/8	1/8	3/4	4	1		IV6	Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
36	1.0	14	12	3/8	3/8	3/4	4	1		IV+6	Bb	V		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
37	1.0	14	12	5/8	5/8	3/4	4	1		I.ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	1.0	15	13	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
39	1.0	15	13	3/8	3/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
40	0.5	15	13	5/8	5/8	3/4	4	1		V43/ii	Bb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
81/2	0.5	16	14	0	0	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	0.5	16	14	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
83/2	0.5	16	14	1/4	1/4	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
42	0.5	16	14	3/8	3/8	3/4	4	1		#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
85/2	0.5	16	14	1/2	1/2	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
43	0.5	16	14	5/8	5/8	3/4	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
87/2	2.5	17	15	0	0	3/4	4	1		V[V64	Bb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
