mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1/2	6/8	1	1		.D.I	D	I		I		I							M	0	0	0, 4, 1		0	0
2	2	0	0	6/8	1	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
3	3	1/8	1/8	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
4	4	0	0	6/8	1	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
5	5	0	0	6/8	1	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	1/2	1/2	6/8	1	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
7	7	0	0	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
8	8	0	0	6/8	1	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
10	10	3/8	3/8	6/8	1	1		#viio7/ii	D	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
11	11	3/8	3/8	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	1/2	1/2	6/8	1	1		v	D	I		v		v							m	0	0	1, -2, 2		1	1
12	12	3/8	3/8	6/8	1	1		.bVII6	D	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
13	13	0	0	6/8	1	1		vii%7/IV	D	I		vii%7/IV		vii	%	7		IV			%7	0	0	4, 1, -2, 2		4	4
13	13	3/8	3/8	6/8	1	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
13	13	1/2	1/2	6/8	1	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
14	14	3/8	3/8	6/8	1	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
15	15	0	0	6/8	1	1		vii%7	D	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
15	15	3/8	3/8	6/8	1	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
16	16	0	0	6/8	1	1		IV(#72)	D	I		IV(#72)		IV			#72				M	0	0	1, 3, 0	11	-1	1
16	16	1/4	1/4	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
16	16	3/8	3/8	6/8	1	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	0	0	6/8	1	1		I(+#74+2)	D	I		I(+#74+2)		I			+#74+2				M	0	0	0, -1, 1	12, 2	0	0
17	17	3/8	3/8	6/8	1	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
18	18	0	0	6/8	1	1		iiio	D	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
19	19	0	0	6/8	1	1		#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
19	19	3/8	3/8	6/8	1	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
20	20	0	0	6/8	1	1		#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
21	21	0	0	6/8	1	1		vii%43/IV	D	I		vii%43/IV		vii	%	43		IV			%7	0	0	-2, 2, 4, 1		4	-2
21	21	3/8	3/8	6/8	1	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	22	0	0	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
23	23	3/8	3/8	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	1/8	1/8	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	1/2	1/2	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	1/8	1/8	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	5/8	5/8	6/8	1	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
26	26	0	0	6/8	1	1		IV(#7)	D	I		IV(#7)		IV			#7				M	0	0	-1, 3, 0	11	-1	-1
26	26	1/4	1/4	6/8	1	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
26	26	3/8	3/8	6/8	1	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	6/8	1	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
27	27	3/8	3/8	6/8	1	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
28	28	0	0	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	28	3/8	3/8	6/8	1	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	29	0	0	6/8	1	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
29	29	3/8	3/8	6/8	1	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
30	30	0	0	6/8	1	1		IV(4)	D	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
30	30	1/8	1/8	6/8	1	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	3/8	3/8	6/8	1	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
31	31	0	0	6/8	1	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
31	31	3/8	3/8	6/8	1	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	32	0	0	6/8	1	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	32	3/8	3/8	6/8	1	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	33	0	0	6/8	1	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
