mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	14.0	0	1	12/8	1	1	.Ab.V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	14	1.5	0	0	12/8	1	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
4	3	31/2	4.5	3/8	3/8	12/8	1	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
5	4	20	3.0	0	0	12/8	1	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	23	3.0	3/4	3/4	12/8	1	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	26	4.5	0	0	12/8	1	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	61/2	4.5	9/8	9/8	12/8	1	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
7	6	35	1.5	3/4	3/4	12/8	1	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
7	6	73/2	1.0	9/8	9/8	12/8	1	1	vi2	Ab	I		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
7	6	75/2	0.5	11/8	11/8	12/8	1	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	38	1.5	0	0	12/8	1	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
8	7	79/2	1.5	3/8	3/8	12/8	1	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
8	7	41	3.0	3/4	3/4	12/8	1	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
9	8	44	6.0	0	0	12/8	1	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	50	1.5	0	0	12/8	1	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
10	9	103/2	1.0	3/8	3/8	12/8	1	1	#viio6(+4)/vi	Ab	I		#viio6(+4)/vi		#vii	o	6	+4	vi			o	0	0	5, 2, 8	0	8	5
10	9	105/2	0.5	5/8	5/8	12/8	1	1	vi6	Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
10	9	53	1.5	3/4	3/4	12/8	1	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
10	9	109/2	1.0	9/8	9/8	12/8	1	1	V64	Ab	I		V64		V		64					M	0	0	2, 1, 5		1	2
10	9	111/2	0.5	11/8	11/8	12/8	1	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
11	10	56	3.0	0	0	12/8	1	1	V[V7/V	Ab	I	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
11	10	59	1.0	3/4	3/4	12/8	1	1	V6]\\	Ab	I	V	V6		V		6				\\	M	0	0	5, 2, 1		1	5
