mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	2/4	1/2	0	4	firstMeasure					2
2	2	-1	2/4	1/2	0	4						3
3	3	-1	2/4	1/2	0	4						4
4	4	-1	2/4	1/2	0	4						5
5	5	-1	2/4	1/2	0	4						6
6	6	-1	2/4	1/2	0	4						7
7	7	-1	2/4	1/2	0	4						8
8	8	-1	2/4	1/2	0	4						9
9	9	-1	2/4	1/2	0	4						10
10	10	-1	2/4	1/2	0	4						11
11	11	-1	2/4	1/2	0	4						12
12	12	-1	2/4	1/2	0	4						13
13	13	-1	2/4	1/2	0	4						14
14	14	-1	2/4	1/2	0	4						15
15	15	-1	2/4	1/2	0	4						16
16	16	-1	2/4	1/2	0	4						17
17	17	-1	2/4	1/2	0	4						18
18	18	-1	2/4	1/2	0	4						19
19	19	-1	2/4	1/2	0	4						20
20	20	-1	2/4	1/2	0	4						21
21	21	-1	2/4	1/2	0	4						22
22	22	-1	2/4	1/2	0	4						23
23	23	-1	2/4	1/2	0	4						24
24	24	-1	2/4	1/2	0	4						25
25	25	-1	2/4	1/2	0	4						26
26	26	-1	2/4	1/2	0	4						27
27	27	-1	2/4	1/2	0	4						28
28	28	-1	2/4	1/2	0	4						29
29	29	-1	2/4	1/2	0	4						30
30	30	-1	2/4	1/2	0	4						31
31	31	-1	2/4	1/2	0	4						32
32	32	-1	2/4	1/2	0	4						33
33	33	-1	2/4	1/2	0	4						34
34	34	-1	2/4	1/2	0	4						35
35	35	-1	2/4	1/2	0	4						36
36	36	-1	2/4	1/2	0	4						37
37	37	-1	2/4	1/2	0	4						38
38	38	-1	2/4	1/2	0	4						39
39	39	-1	2/4	1/2	0	4						40
40	40	-1	2/4	1/2	0	4						41
41	41	-1	2/4	1/2	0	4						42
42	42	-1	2/4	1/2	0	4						43
43	43	-1	2/4	1/2	0	4						44
44	44	-1	2/4	1/2	0	4						45
45	45	-1	2/4	1/2	0	4						46
46	46	-1	2/4	1/2	0	4						47
47	47	-1	2/4	1/2	0	4						48
48	48	-1	2/4	1/2	0	4						49
49	49	-1	2/4	1/2	0	4						50
50	50	-1	2/4	1/2	0	4						51
51	51	-1	2/4	1/2	0	4						52
52	52	-1	2/4	1/2	0	4						53
53	53	-1	2/4	1/2	0	4						54
54	54	-1	2/4	1/2	0	4						55
55	55	-1	2/4	1/2	0	4						56
56	56	-1	2/4	1/2	0	5						57
57	57	-1	2/4	1/2	0	4						58
58	58	-1	2/4	1/2	0	4						59
59	59	-1	2/4	1/2	0	4						60
60	60	-1	2/4	1/2	0	4						61
61	61	-1	2/4	1/2	0	4						62
62	62	-1	2/4	1/2	0	4						63
63	63	-1	2/4	1/2	0	4						64
64	64	-1	2/4	1/2	0	4						65
65	65	-1	2/4	1/2	0	4						66
66	66	-1	2/4	1/2	0	4						67
67	67	-1	2/4	1/2	0	4						68
68	68	-1	2/4	1/2	0	4						69
69	69	-1	2/4	1/2	0	4						70
70	70	-1	2/4	1/2	0	4						71
