mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	3	3/4	1/4	1/2			1			firstMeasure	2
2	1	1	1	3.0	3	3/4	3/4	0							3
3	2	4	4	3.0	3	3/4	3/4	0							4
4	3	7	7	3.0	3	3/4	3/4	0							5
5	4	10	10	3.0	3	3/4	3/4	0					line		6
6	5	13	13	3.0	3	3/4	3/4	0							7
7	6	16	16	3.0	3	3/4	3/4	0							8
8	7	19	19	3.0	3	3/4	3/4	0							9
9	8	22	22	3.0	3	3/4	3/4	0							10
10	9	25	25	3.0	3	3/4	3/4	0							11
11	10	28	28	3.0	3	3/4	3/4	0					line		12
12	11	31	31	3.0	3	3/4	3/4	0							13
13	12	34	34	3.0	3	3/4	3/4	0							14
14	13	37	37	3.0	3	3/4	3/4	0							15
15	14	40	40	3.0	3	3/4	3/4	0							16
16	15	43	43	3.0	3	3/4	3/4	0							17
17	16	46	46	3.0	3	3/4	3/4	0					page		18
18	17	49	49	3.0	3	3/4	3/4	0							19
19	18	52	52	3.0	3	3/4	3/4	0							20
20	19	55	55	3.0	3	3/4	3/4	0							21
21	20	58	58	3.0	3	3/4	3/4	0							22
22	21	61	61	3.0	3	3/4	3/4	0							23
23	22	64	64	3.0	3	3/4	3/4	0					line		24
24	23	67	67	3.0	3	3/4	3/4	0							25
25	24	70	70	3.0	3	3/4	3/4	0							26
26	25	73	73	3.0	3	3/4	3/4	0						start	27
27	26	76	76	3.0	3	3/4	3/4	0							28
28	27	79	79	3.0	3	3/4	3/4	0							29
29	28	82	82	3.0	3	3/4	3/4	0					line		30
30	29	85	85	3.0	3	3/4	3/4	0							31
31	30	88	88	3.0	3	3/4	3/4	0							32
32	31	91	91	3.0	3	3/4	3/4	0							33
33	32	94	94	3.0	3	3/4	3/4	0							34
34	33	97	97	3.0	3	3/4	3/4	0					page		35
35	34	100	100	3.0	3	3/4	3/4	0							36
36	35	103	103	3.0	3	3/4	3/4	0							37
37	36	106	106	3.0	3	3/4	3/4	0							38
