mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	4	1	3/16		1/8	3/2		2	50		0
1	1	1/4	1/4	2/4	4	1	3/16		1/8	3/2		7	49		1
2	2	0	0	2/4	4	1	3/16		1/8	3/2		5	47		2
2	2	1/4	1/4	2/4	4	1	3/16		1/8	3/2		3	45		3
3	3	0	0	2/4	4	1	3/16		1/8	3/2		1	43		4
3	3	1/4	1/4	2/4	4	1	1/8		1/8	1		6	42		5
3	3	3/8	3/8	2/4	4	1	1/8		1/8	1		8	44		6
4	4	0	0	2/4	4	1	1/2		1/2	1		3	45		7
5	5	0	0	2/4	2	1	1/8		1/8	1		2	62		10
5	5	0	0	2/4	1	1	1/4		1/4	1		2	62		8
5	5	1/8	1/8	2/4	2	1	1/8		1/8	1		3	57		11
5	5	1/4	1/4	2/4	4	1	1/4		1/4	1	1	2	50		16
5	5	1/4	1/4	2/4	3	1	1/8		1/8	1		0	60		14
5	5	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62		12
5	5	1/4	1/4	2/4	1	1	1/4		1/4	1	1	6	66		9
5	5	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		15
5	5	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		13
6	6	0	0	2/4	4	1	1/2		1/2	1	-1	2	50		28
6	6	0	0	2/4	3	1	1/8		1/8	1		0	60		24
6	6	0	0	2/4	2	1	1/8		1/8	1		2	62		20
6	6	0	0	2/4	1	1	1/4		1/4	1	-1	6	66		17
6	6	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		25
6	6	1/8	1/8	2/4	2	1	1/8		1/8	1		0	60		21
6	6	1/4	1/4	2/4	3	1	1/8		1/8	1		0	60		26
6	6	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62		22
6	6	1/4	1/4	2/4	1	1	1/8		1/8	1		4	64		18
6	6	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		27
6	6	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		23
6	6	3/8	3/8	2/4	1	1	1/8		1/8	1		6	66		19
7	7	0	0	2/4	4	1	1/2		1/2	1	1	1	43		39
7	7	0	0	2/4	3	1	1/8		1/8	1		-2	58		35
7	7	0	0	2/4	2	1	1/8		1/8	1		2	62		31
7	7	0	0	2/4	1	1	3/8		1/4	3/2		1	67		29
7	7	1/8	1/8	2/4	3	1	1/8		1/8	1		1	55		36
7	7	1/8	1/8	2/4	2	1	1/8		1/8	1		-2	58		32
7	7	1/4	1/4	2/4	3	1	1/8		1/8	1		-2	58		37
7	7	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62		33
7	7	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		38
7	7	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		34
7	7	3/8	3/8	2/4	1	1	1/8		1/8	1		3	69		30
8	8	0	0	2/4	4	1	1/4		1/4	1	-1	1	43		51
8	8	0	0	2/4	3	1	1/8		1/8	1		1	55		47
8	8	0	0	2/4	2	1	1/8		1/8	1		-2	58		43
8	8	0	0	2/4	1	1	1/4		1/4	1		-2	70		40
8	8	1/8	1/8	2/4	3	1	1/8		1/8	1		4	52		48
8	8	1/8	1/8	2/4	2	1	1/8		1/8	1		7	61		44
8	8	1/4	1/4	2/4	4	1	1/8		1/8	1		2	38		52
8	8	1/4	1/4	2/4	3	1	1/8		1/8	1		6	54		49
8	8	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62		45
8	8	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		41
8	8	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		50
8	8	3/8	3/8	2/4	2	1	1/8		1/8	1		6	66		46
8	8	3/8	3/8	2/4	1	1	1/8		1/8	1		3	69		42
9	9	0	0	2/4	4	1	1/8		1/8	1		2	50		65
9	9	0	0	2/4	3	1	1/8		1/8	1		2	62		61
9	9	0	0	2/4	2	1	1/8		1/8	1		6	66		57
9	9	0	0	2/4	1	1	1/8		1/8	1		3	69		53
9	9	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		62
9	9	1/8	1/8	2/4	2	1	1/8		1/8	1		6	66		58
9	9	1/8	1/8	2/4	1	1	1/8		1/8	1		2	74		54
9	9	1/4	1/4	2/4	3	1	1/8		1/8	1		4	64		63
9	9	1/4	1/4	2/4	2	1	1/8		1/8	1		1	67		59
9	9	1/4	1/4	2/4	1	1	1/8		1/8	1		7	73		55
9	9	3/8	3/8	2/4	3	1	1/8		1/8	1		2	62		64
9	9	3/8	3/8	2/4	2	1	1/8		1/8	1		6	66		60
9	9	3/8	3/8	2/4	1	1	1/8		1/8	1		2	74		56
10	10	0	0	2/4	4	1	1/8		1/8	1		3	45		78
10	10	0	0	2/4	3	1	1/8		1/8	1		7	61		74
10	10	0	0	2/4	2	1	1/8		1/8	1		4	64		70
10	10	0	0	2/4	1	1	3/16		1/8	3/2		4	76		66
10	10	1/8	1/8	2/4	3	1	1/8		1/8	1		4	64		75
10	10	1/8	1/8	2/4	2	1	1/8		1/8	1		1	67		71
10	10	3/16	3/16	2/4	1	1	1/16		1/16	1		7	73		67
10	10	1/4	1/4	2/4	3	1	1/8		1/8	1		9	63		76
10	10	1/4	1/4	2/4	2	1	1/8		1/8	1		6	66		72
10	10	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		68
10	10	3/8	3/8	2/4	4	1	1/8		1/8	1		7	49		79
10	10	3/8	3/8	2/4	3	1	1/8		1/8	1		4	64		77
10	10	3/8	3/8	2/4	2	1	1/8		1/8	1		1	67		73
10	10	3/8	3/8	2/4	1	1	1/8		1/8	1		3	69		69
11	11	0	0	2/4	4	1	1/8		1/8	1		2	50		86
11	11	0	0	2/4	3	1	1/4		1/4	1		2	62		84
11	11	0	0	2/4	2	1	1/4		1/4	1		6	66		82
11	11	0	0	2/4	1	1	1/4		1/4	1		3	69		80
11	11	1/8	1/8	2/4	4	1	1/8		1/8	1		6	54		87
11	11	1/4	1/4	2/4	4	1	1/8		1/8	1		2	50		88
11	11	1/4	1/4	2/4	3	1	1/4		1/4	1	1	2	62		85
11	11	1/4	1/4	2/4	2	1	1/4		1/4	1	1	-1	65		83
11	11	1/4	1/4	2/4	1	1	1/4		1/4	1	1	5	71		81
11	11	3/8	3/8	2/4	4	1	1/8		1/8	1		8	56		89
12	12	0	0	2/4	4	1	1/8		1/8	1		3	45		97
12	12	0	0	2/4	3	1	1/4		1/4	1	-1	2	62		94
12	12	0	0	2/4	2	1	1/4		1/4	1	-1	-1	65		92
12	12	0	0	2/4	1	1	1/4		1/4	1	-1	5	71		90
12	12	1/8	1/8	2/4	4	1	1/8		1/8	1		8	56		98
12	12	1/4	1/4	2/4	4	1	1/8		1/8	1		3	57		99
12	12	1/4	1/4	2/4	3	1	1/8		1/8	1		7	61		95
12	12	1/4	1/4	2/4	2	1	1/8		1/8	1		4	64		93
12	12	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		91
12	12	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		96
13	13	0	0	2/4	4	1	1/4		1/4	1		3	45		106
13	13	0	0	2/4	3	1	1/8		1/8	1		-2	58		102
13	13	0	0	2/4	2	1	1/2		1/2	1		4	64		101
13	13	0	0	2/4	1	1	1/2		1/2	1		1	67		100
13	13	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		103
13	13	1/4	1/4	2/4	3	1	1/8		1/8	1		7	61		104
13	13	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		105
14	14	0	0	2/4	4	1	1/4		1/4	1		3	45		115
14	14	0	0	2/4	3	1	1/8		1/8	1		-2	58		111
14	14	0	0	2/4	2	1	3/8		1/4	3/2		2	62		109
14	14	0	0	2/4	1	1	3/8		1/4	3/2		6	66		107
14	14	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		112
14	14	1/4	1/4	2/4	3	1	1/8		1/8	1		2	62		113
14	14	3/8	3/8	2/4	4	1	1/8		1/8	1		6	54		116
14	14	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		114
14	14	3/8	3/8	2/4	2	1	1/8		1/8	1		2	62		110
14	14	3/8	3/8	2/4	1	1	1/8		1/8	1		2	74		108
15	15	0	0	2/4	4	1	1/4		1/4	1		4	52		125
15	15	0	0	2/4	3	1	1/8		1/8	1		1	55		121
15	15	0	0	2/4	1	1	1/4		1/4	1		7	73		117
15	15	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		122
15	15	1/8	1/8	2/4	2	1	1/8		1/8	1		1	67		119
15	15	1/4	1/4	2/4	4	1	1/4		1/4	1		2	50		126
15	15	1/4	1/4	2/4	3	1	1/8		1/8	1		6	54		123
15	15	1/4	1/4	2/4	1	1	1/4		1/4	1		2	74		118
15	15	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		124
15	15	3/8	3/8	2/4	2	1	1/8		1/8	1		6	66		120
16	16	0	0	2/4	4	1	1/8		1/8	1		7	49		139
16	16	0	0	2/4	3	1	1/8		1/8	1		4	52		135
16	16	0	0	2/4	2	1	1/4		1/4	1		4	64		134
16	16	0	0	2/4	1	1	1/8		1/8	1		6	78		127
16	16	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		136
16	16	1/8	1/8	2/4	1	1	1/8		1/8	1	1	4	76		128
16	16	1/4	1/4	2/4	3	1	1/8		1/8	1		3	57		137
16	16	1/4	1/4	2/4	1	1	1/16		1/16	1	-1	4	76		129
16	16	5/16	5/16	2/4	1	1	1/32		1/32	1		2	74		130
16	16	11/32	11/32	2/4	1	1	1/32		1/32	1		7	73		131
16	16	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		138
16	16	3/8	3/8	2/4	1	1	1/16		1/16	1		5	71		132
16	16	7/16	7/16	2/4	1	1	1/16		1/16	1		3	69		133
17	17	0	0	2/4	4	1	1/2		1/2	1		4	52		151
17	17	0	0	2/4	3	1	1/8		1/8	1		1	55		147
17	17	0	0	2/4	2	1	1/4		1/4	1		7	61		144
17	17	0	0	2/4	1	1	1/8		1/8	1		-2	70		140
17	17	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		148
17	17	1/8	1/8	2/4	1	1	1/8		1/8	1		3	69		141
17	17	1/4	1/4	2/4	3	1	1/8		1/8	1		1	55		149
17	17	1/4	1/4	2/4	2	1	1/8		1/8	1		-2	70		145
17	17	1/4	1/4	2/4	1	1	1/8		1/8	1		7	73		142
17	17	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		150
17	17	3/8	3/8	2/4	1	1	1/8		1/8	1		3	69		143
17	17	3/8	3/8	2/4	2	1	1/8		1/8	1		3	69		146
18	18	0	0	2/4	4	1	1/8		1/8	1		2	50		164
18	18	0	0	2/4	3	1	1/8		1/8	1		6	54		160
18	18	0	0	2/4	2	1	1/8		1/8	1		3	69		156
18	18	0	0	2/4	1	1	1/8		1/8	1		6	78		152
18	18	1/8	1/8	2/4	4	1	1/8		1/8	1		2	50		165
18	18	1/8	1/8	2/4	3	1	1/8		1/8	1		3	57		161
18	18	1/8	1/8	2/4	2	1	1/8		1/8	1		6	66		157
18	18	1/8	1/8	2/4	1	1	1/8		1/8	1		2	74		153
18	18	1/4	1/4	2/4	4	1	1/4		1/4	1	1	9	51		166
18	18	1/4	1/4	2/4	3	1	1/8		1/8	1		6	54		162
18	18	1/4	1/4	2/4	2	1	1/8		1/8	1		3	69		158
18	18	1/4	1/4	2/4	1	1	1/8		1/8	1		0	72		154
18	18	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		163
18	18	3/8	3/8	2/4	2	1	1/8		1/8	1		6	66		159
18	18	3/8	3/8	2/4	1	1	1/8		1/8	1		3	81		155
19	19	0	0	2/4	4	1	1/8		1/8	1	-1	9	51		179
19	19	0	0	2/4	3	1	1/8		1/8	1		6	54		175
19	19	0	0	2/4	2	1	1/8		1/8	1		3	69		171
19	19	0	0	2/4	1	1	1/8		1/8	1		5	71		167
19	19	1/8	1/8	2/4	4	1	1/8		1/8	1		9	51		180
19	19	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		176
19	19	1/8	1/8	2/4	2	1	1/8		1/8	1		6	66		172
19	19	1/8	1/8	2/4	1	1	1/8		1/8	1		3	81		168
19	19	1/4	1/4	2/4	4	1	1/4		1/4	1	1	4	52		181
19	19	1/4	1/4	2/4	3	1	1/8		1/8	1		1	55		177
19	19	1/4	1/4	2/4	2	1	1/8		1/8	1		1	67		173
19	19	1/4	1/4	2/4	1	1	1/8		1/8	1		5	71		169
19	19	3/8	3/8	2/4	3	1	1/8		1/8	1		5	59		178
19	19	3/8	3/8	2/4	2	1	1/8		1/8	1		4	64		174
19	19	3/8	3/8	2/4	1	1	1/8		1/8	1		1	79		170
20	20	0	0	2/4	4	1	1/8		1/8	1	-1	4	52		194
20	20	0	0	2/4	3	1	1/8		1/8	1		1	55		190
20	20	0	0	2/4	2	1	1/8		1/8	1		1	67		186
