mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	9/8	4	1	1/8		1/8	1		2	50	D3	3	18
1	1	0	0.5	0	0	9/8	3	1	1/8		1/8	1		-1	53	F3	3	9
1	1	0	0.5	0	0	9/8	2	1	1/8		1/8	1		3	57	A3	3	0
1	1	1/2	0.5	1/8	1/8	9/8	4	1	1/8		1/8	1		2	50	D3	3	19
1	1	1/2	0.5	1/8	1/8	9/8	3	1	1/8		1/8	1		-1	53	F3	3	10
1	1	1/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		3	57	A3	3	1
1	1	1	0.5	1/4	1/4	9/8	4	1	1/8		1/8	1		2	50	D3	3	20
1	1	1	0.5	1/4	1/4	9/8	3	1	1/8		1/8	1		-1	53	F3	3	11
1	1	1	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		3	57	A3	3	2
1	1	3/2	0.5	3/8	3/8	9/8	4	1	1/8		1/8	1		-1	53	F3	3	21
1	1	3/2	0.5	3/8	3/8	9/8	3	1	1/8		1/8	1		3	57	A3	3	12
1	1	3/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62	D4	4	3
1	1	2	0.5	1/2	1/2	9/8	4	1	1/8		1/8	1		-1	53	F3	3	22
1	1	2	0.5	1/2	1/2	9/8	3	1	1/8		1/8	1		3	57	A3	3	13
1	1	2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62	D4	4	4
1	1	5/2	0.5	5/8	5/8	9/8	4	1	1/8		1/8	1		-1	53	F3	3	23
1	1	5/2	0.5	5/8	5/8	9/8	3	1	1/8		1/8	1		3	57	A3	3	14
1	1	5/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62	D4	4	5
1	1	3	0.5	3/4	3/4	9/8	4	1	1/8		1/8	1		4	52	E3	3	24
1	1	3	0.5	3/4	3/4	9/8	3	1	1/8		1/8	1		1	55	G3	3	15
1	1	3	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		7	61	C#4	4	6
1	1	7/2	0.5	7/8	7/8	9/8	4	1	1/8		1/8	1		4	52	E3	3	25
1	1	7/2	0.5	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55	G3	3	16
1	1	7/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		7	61	C#4	4	7
1	1	4	0.5	1	1	9/8	4	1	1/8		1/8	1		4	52	E3	3	26
1	1	4	0.5	1	1	9/8	3	1	1/8		1/8	1		1	55	G3	3	17
1	1	4	0.5	1	1	9/8	2	1	1/8		1/8	1		7	61	C#4	4	8
2	2	9/2	0.5	0	0	9/8	4	1	1/8		1/8	1		2	50	D3	3	47
2	2	9/2	0.5	0	0	9/8	3	1	1/8		1/8	1		-1	53	F3	3	38
2	2	9/2	0.5	0	0	9/8	2	1	1/8		1/8	1		2	62	D4	4	29
2	2	9/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2	1	3	69	A4	4	27
2	2	5	0.5	1/8	1/8	9/8	4	1	1/8		1/8	1		2	50	D3	3	48
2	2	5	0.5	1/8	1/8	9/8	3	1	1/8		1/8	1		-1	53	F3	3	39
2	2	5	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		3	57	A3	3	30
2	2	11/2	0.5	1/4	1/4	9/8	4	1	1/8		1/8	1		2	50	D3	3	49
2	2	11/2	0.5	1/4	1/4	9/8	3	1	1/8		1/8	1		-1	53	F3	3	40
2	2	11/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		3	57	A3	3	31
2	2	6	0.5	3/8	3/8	9/8	4	1	1/8		1/8	1		-1	53	F3	3	50
2	2	6	0.5	3/8	3/8	9/8	3	1	1/8		1/8	1		3	57	A3	3	41
2	2	6	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62	D4	4	32
2	2	13/2	0.5	1/2	1/2	9/8	4	1	1/8		1/8	1		-1	53	F3	3	51
2	2	13/2	0.5	1/2	1/2	9/8	3	1	1/8		1/8	1		3	57	A3	3	42
2	2	13/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62	D4	4	33
2	2	7	0.5	5/8	5/8	9/8	4	1	1/8		1/8	1		-1	53	F3	3	52
2	2	7	0.5	5/8	5/8	9/8	3	1	1/8		1/8	1		3	57	A3	3	43
2	2	7	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62	D4	4	34
2	2	15/2	0.5	3/4	3/4	9/8	4	1	1/8		1/8	1		4	52	E3	3	53
2	2	15/2	0.5	3/4	3/4	9/8	3	1	1/8		1/8	1		1	55	G3	3	44
2	2	15/2	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		7	61	C#4	4	35
2	2	15/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	0	3	69	A4	4	28
2	2	8	0.5	7/8	7/8	9/8	4	1	1/8		1/8	1		4	52	E3	3	54
2	2	8	0.5	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55	G3	3	45
2	2	8	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		7	61	C#4	4	36
2	2	17/2	0.5	1	1	9/8	4	1	1/8		1/8	1		4	52	E3	3	55
2	2	17/2	0.5	1	1	9/8	3	1	1/8		1/8	1		1	55	G3	3	46
2	2	17/2	0.5	1	1	9/8	2	1	1/8		1/8	1		7	61	C#4	4	37
3	3	9	0.5	0	0	9/8	4	1	1/8		1/8	1		2	50	D3	3	77
3	3	9	0.5	0	0	9/8	3	1	1/8		1/8	1		-1	53	F3	3	68
3	3	9	0.5	0	0	9/8	2	1	1/8		1/8	1		2	62	D4	4	59
3	3	9	1.5	0	0	9/8	1	1	3/8		1/4	3/2	-1	3	69	A4	4	56
3	3	19/2	0.5	1/8	1/8	9/8	4	1	1/8		1/8	1		2	50	D3	3	78
3	3	19/2	0.5	1/8	1/8	9/8	3	1	1/8		1/8	1		-1	53	F3	3	69
3	3	19/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		3	57	A3	3	60
3	3	10	0.5	1/4	1/4	9/8	4	1	1/8		1/8	1		2	50	D3	3	79
3	3	10	0.5	1/4	1/4	9/8	3	1	1/8		1/8	1		-1	53	F3	3	70
3	3	10	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		3	57	A3	3	61
3	3	21/2	0.5	3/8	3/8	9/8	4	1	1/8		1/8	1		-1	53	F3	3	80
3	3	21/2	0.5	3/8	3/8	9/8	3	1	1/8		1/8	1		3	57	A3	3	71
